Skill,course_title,course_url
provide ICT support,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
provide ICT system training,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
provide agri-touristic services,AWS Fundamentals,https://www.coursera.org/specializations/aws-fundamentals
provide connected car solutions,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
provide guidelines for content development,Adobe Content Creator,https://www.coursera.org/professional-certificates/adobe-content-creator
provide information on geothermal heat pumps,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
provide information on hydrogen,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
provide information on solar panels,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy
provide information on wind turbines,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
provide lawn care,IBM Data Science,https://www.coursera.org/professional-certificates/ibm-data-science
provide multimedia content,Adobe Content Creator,https://www.coursera.org/professional-certificates/adobe-content-creator
provide online help,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
provide software testing documentation,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation
provide training in sustainable tourism development and management,Sustainable Tourism – promoting environmental public health,https://www.coursera.org/learn/sustainable-tourism
provide training on e-learning,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
proxy servers,Python for Everybody,https://www.coursera.org/specializations/python
pruning techniques,Deep Learning,https://www.coursera.org/specializations/deep-learning
publishing strategy,Business Strategy,https://www.coursera.org/specializations/business-strategy
put uncut recordings into computer,Deep Learning,https://www.coursera.org/specializations/deep-learning
quality control systems,Quality Improvement and Management,https://www.coursera.org/learn/quality-improvement-and-management
quantitative analysis,Finance & Quantitative Modeling for Analysts,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts
quantum technology,Quantum Mechanics,https://www.coursera.org/learn/quantum-mechanics
query languages,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
radiation protection,"Life, Health and Radiation",https://www.coursera.org/learn/life-health-radiation
read 3D displays,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
real-time computing,Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud
recirculation systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
recognise blockchain application areas,Blockchain,https://www.coursera.org/specializations/blockchain
recognise blockchain risks,Blockchain,https://www.coursera.org/specializations/blockchain
recognise the hazards of dangerous goods,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
record audio materials,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
record data from biomedical tests,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
record multi-track sound,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,https://www.coursera.org/learn/audio-engineering
recycle livestock manure,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
reduce environmental impact of footwear manufacturing,Digital Manufacturing & Design Technology,https://www.coursera.org/specializations/digital-manufacturing-design-technology
reduce tanning emissions,IBM Back-End Development,https://www.coursera.org/professional-certificates/ibm-backend-development
reed sensors,Sensors and Sensor Circuit Design,https://www.coursera.org/learn/sensors-circuit-interface
reforestation,Tropical Forest Landscapes 101: Conservation & Restoration,https://www.coursera.org/learn/tropicalforests101
regulation on the discharge of raw materials into the sea,Graphic Design,https://www.coursera.org/specializations/graphic-design
remove computer virus or malware from a computer,Fundamentals of Computing,https://www.coursera.org/specializations/computer-fundamentals
remove contaminated materials,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
render 3D images,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
renewable energy,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
repair ICT devices,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
repair equipment on site,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
repair lockable devices,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
repair maritime communication equipment,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
repair mobile devices,IBM iOS and Android Mobile App Developer,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc
replace defect components,Preparing for Google Cloud Certification: Cloud Engineer,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
replicate customer software issues,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
report live online,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
report on environmental issues,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
report pollution incidents,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
rescue animals,Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare
research locations for offshore farms,Market Research,https://www.coursera.org/specializations/market-research
research locations for wind farms,Wind Energy,https://www.coursera.org/learn/wind-energy
research ocean energy projects,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
research remote sensing technologies,"Remote Sensing Image Acquisition, Analysis and Applications",https://www.coursera.org/learn/remote-sensing
research website users,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
resource description framework query language,First Step Korean,https://www.coursera.org/learn/learn-korean
resource-efficient technologies,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
respond to incidents in cloud,Security in Google Cloud,https://www.coursera.org/specializations/security-google-cloud-platform
restore natural environment after drilling proofs,Natural Language Processing,https://www.coursera.org/specializations/natural-language-processing
rig 3D characters,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
road transport legislation,Cross-border road transport in EU law context,https://www.coursera.org/learn/transport-eu-law
robotic components,Robotic Process Automation (RPA),https://www.coursera.org/specializations/roboticprocessautomation
robotics,"Modern Robotics: Mechanics, Planning, and Control",https://www.coursera.org/specializations/modernrobotics
roofing drones,Drones for Environmental Science,https://www.coursera.org/learn/drones-for-environmental-science
run a media server,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
safe use of pesticides,SAFe Fundamentals,https://www.coursera.org/specializations/safe
safeguard biodiversity,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
safety engineering,Chemical Hazards and Process Safety,https://www.coursera.org/specializations/chemical-hazards-and-process-safety
scan negatives,Photography Basics and Beyond: From Smartphone to DSLR,https://www.coursera.org/specializations/photography-basics
scan photos,Photography Basics and Beyond: From Smartphone to DSLR,https://www.coursera.org/specializations/photography-basics
scientific computing,Cloud Computing,https://www.coursera.org/specializations/cloud-computing
screen reader,Graphic Design,https://www.coursera.org/specializations/graphic-design
search and filter data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
search databases,Search Engine Optimization (SEO),https://www.coursera.org/specializations/seo
search engine optimisation,Search Engine Optimization (SEO),https://www.coursera.org/specializations/seo
search engines,Text Retrieval and Search Engines,https://www.coursera.org/learn/text-retrieval
select adequate packaging for food products,Semiconductor Packaging,https://www.coursera.org/specializations/semiconductor-packaging
select recording source,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
select sustainable technologies in design,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
self-service technologies in tourism,Self-Driving Cars,https://www.coursera.org/specializations/self-driving-cars
sensors,Sensors and Sensor Circuit Design,https://www.coursera.org/learn/sensors-circuit-interface
service-oriented modelling,Object-Oriented Design,https://www.coursera.org/learn/object-oriented-design
set colour profiles,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set scanner controls,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set up audiovisual peripheral equipment,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set up automotive robot,"Modern Robotics: Mechanics, Planning, and Control",https://www.coursera.org/specializations/modernrobotics
set up basic recording,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set up broadcast equipment,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set up consumer electronics,Power Electronics,https://www.coursera.org/specializations/power-electronics
set up cybersecurity training programmes,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
set up documentation control system,Version Control,https://www.coursera.org/learn/introduction-to-version-control
set up media integration systems,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
set up media storage,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
set up multimedia equipment,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
set up office equipment,Master Microsoft Office 365 and Power Platform,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform
set up sound equipment,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,https://www.coursera.org/learn/audio-engineering
set up the controller of a machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
set up tote board,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
share through digital technologies,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
shift energy demands,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
ship related legislative requirements,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
signal processing,Digital Signal Processing,https://www.coursera.org/specializations/digital-signal-processing
simulate transport problems,Deep Learning,https://www.coursera.org/specializations/deep-learning
smart city features,Smart Cities – Management of Smart Urban Infrastructures,https://www.coursera.org/learn/smart-cities
smart contract,Smart Contracts,https://www.coursera.org/learn/smarter-contracts
smart contract programming languages,"Programming Languages, Part A",https://www.coursera.org/learn/programming-languages
smart grids systems,Smart Cities – Management of Smart Urban Infrastructures,https://www.coursera.org/learn/smart-cities
social alliances,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
social entreprise,Becoming a changemaker: Introduction to Social Innovation,https://www.coursera.org/learn/social-innovation
social media management,Social Media Management,https://www.coursera.org/learn/social-media-management
social media marketing techniques,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
software UI design patterns,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
software anomalies,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
software architecture models,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
software components libraries,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
software components suppliers,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
software design methodologies,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
software frameworks,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
software interaction design,Interaction Design,https://www.coursera.org/specializations/interaction-design
software metrics,Software Processes and Agile Practices,https://www.coursera.org/learn/software-processes-and-agile-practices
soil science,Sustainable Agricultural Land Management,https://www.coursera.org/learn/sustainable-agriculture
soil structure,Data Structures and Algorithms,https://www.coursera.org/specializations/data-structures-algorithms
solar absorption cooling system,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy
solar energy,Solar Energy Basics,https://www.coursera.org/learn/solar-energy-basics
solar panel mounting systems,Solar Energy Basics,https://www.coursera.org/learn/solar-energy-basics
solar products,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy
solution deployment,AWS Cloud Solutions Architect,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
solve ICT system problems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
solve location and navigation problems by using GPS tools,ChatGPT: Master Free AI Tools to Supercharge Productivity,https://www.coursera.org/specializations/chatgpt-free-ai-tools-to-excel
solve problems in gambling through digital means,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
solve technical problems,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
specialised astrology software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
specify digital game scenes,Game Design: Art and Concepts,https://www.coursera.org/specializations/game-design
speech recognition,Deep Learning,https://www.coursera.org/specializations/deep-learning
standards for web-based e-learning,Web Design for Everybody: Basics of Web Development & Coding,https://www.coursera.org/specializations/web-design
statistical analysis system software,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
stay up to date with social media,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
store contaminated materials,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://www.coursera.org/learn/mechanics2
store digital data and systems,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
store sorted waste,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
study groundwater,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
study radar images,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
study the relationship between buildings,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
study website behaviour patterns,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
style sheet languages,IBM Data Science,https://www.coursera.org/professional-certificates/ibm-data-science
supercomputing,Introduction to High-Performance and Parallel Computing,https://www.coursera.org/learn/introduction-high-performance-computing
supervise data entry,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
supervise video and motion picture editing team,The Art of Visual Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling
supervise video quality,The Art of Visual Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling
supervise waste disposal,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
supervise waste water treatments,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
support ICT system users,Microsoft IT Support Specialist,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
support audio system installation,Microsoft IT Support Specialist,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
support local tourism,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
surface engineering,Protecting the World: Introducing Corrosion Science and Engineering,https://www.coursera.org/learn/corrosion
sustainability consulting,Sustainability Consulting,https://www.coursera.org/learn/sustainability-consulting
sustainable agricultural production principles,Principles of Sustainable Finance,https://www.coursera.org/learn/sustainable-finance
sustainable building design,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
sustainable building materials,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
sustainable development goals,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",https://www.coursera.org/learn/global-sustainable-development
sustainable finance,Principles of Sustainable Finance,https://www.coursera.org/learn/sustainable-finance
sustainable footwear materials and components,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
sustainable forest management,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
sustainable installation materials,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
sustainable manufacturing,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
sustainable technologies,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
synchronise with mouth movements,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
system backup best practice,System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services
system design,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
systems development life-cycle,Life Cycle Assessment,https://www.coursera.org/learn/life-cycle-assessment
systems theory,Systems Thinking Basics,https://www.coursera.org/learn/systems-thinking-basics
systems thinking,Systems Thinking Basics,https://www.coursera.org/learn/systems-thinking-basics
task algorithmisation,Data Structures and Algorithms,https://www.coursera.org/specializations/data-structures-algorithms
teach computer science,Fundamentals of Computing,https://www.coursera.org/specializations/computer-fundamentals
teach digital literacy,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
technical drawings,Introduction to Technical Writing,https://www.coursera.org/learn/technical-writing-introduction
technically design a sound system,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
technology education,Introduction to EdTech,https://www.coursera.org/learn/introduction-to-edtech
telecom regulations,IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
telecommunication trunking,Networking in Google Cloud,https://www.coursera.org/specializations/networking-google-cloud-platform
telecommunications engineering,Introduction to Systems Engineering,https://www.coursera.org/learn/systems-engineering
tend CNC drilling machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
tend CNC engraving machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
tend CNC grinding machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
tend CNC laser cutting machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
tend CNC metal punch press,Digital Manufacturing & Design Technology,https://www.coursera.org/specializations/digital-manufacturing-design-technology
tend CNC milling machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
tend computer numerical control lathe machine,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
test ICT queries,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
test computer hardware,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
test ground system performance,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
test hardware,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
test improved aeronautical information management systems,Information Systems,https://www.coursera.org/specializations/information-systems
test microelectronics,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
test paper production samples,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
test power electronics,Power Electronics,https://www.coursera.org/specializations/power-electronics
test samples for pollutants,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
test sensors,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
test system accessibility for users with special needs,Python for Everybody,https://www.coursera.org/specializations/python
test tightness and pressure of refrigeration circuits,Linear Circuits 2: AC Analysis,https://www.coursera.org/learn/linear-circuits-ac-analysis
test wind turbine blades,Wind Energy,https://www.coursera.org/learn/wind-energy
test wireless devices,Wireless Communications for Everybody,https://www.coursera.org/learn/wireless-communications
tools for ICT test automation,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
tools for software configuration management,Software Product Management,https://www.coursera.org/specializations/product-management
track changes in text editing,Good with Words: Writing and Editing,https://www.coursera.org/specializations/good-with-words
trading software,Trading Strategies in Emerging Markets,https://www.coursera.org/specializations/trading-strategy
train staff on recycling programs,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
train staff on waste management,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
train staff to reduce food waste,Stanford Introduction to Food and Health,https://www.coursera.org/learn/food-and-health
transcribe texts,Fundamentos de la escritura,https://www.coursera.org/learn/escritura-esp
transfer medical information,Medical Terminology,https://www.coursera.org/specializations/medicalterminology
transfer uncut audiovisual material to computer,Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming
transformation and loading tools,IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy
translate formulae into processes,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
translate requirement concepts into content,The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing
translate requirements into visual design,Graphic Design,https://www.coursera.org/specializations/graphic-design
transmission technology,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
transportation software related to an ERP system,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
treat contaminated water,Water Resources Management and Policy,https://www.coursera.org/learn/water-management
tree preservation and conservation,Ecology: Ecosystem Dynamics and Conservation,https://www.coursera.org/learn/ecology-conservation
troubleshoot website,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
tune up wireless audio systems,Wireless Communications for Everybody,https://www.coursera.org/learn/wireless-communications
type on electronic devices,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
types of audiovisual formats,Introducción a la producción audiovisual,https://www.coursera.org/learn/intro-produccion-audiovisual
types of digital badges,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
types of heat pumps,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
types of insulation material,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
types of photovoltaic panels,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
types of satellites,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
types of tidal stream generators,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
types of vehicle engines,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
types of wave energy converters,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
types of wind turbines,Wind Energy,https://www.coursera.org/learn/wind-energy
types of wood,Wood Science: Beyond Building,https://www.coursera.org/learn/wood-science
understand game species,Epic Games Game Design,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate
unified modelling language,Object-Oriented Design,https://www.coursera.org/learn/object-oriented-design
unmanned air systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
unstructured data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
upgrade firmware,FPGA Design for Embedded Systems,https://www.coursera.org/specializations/fpga-design
urban planning law,Sustainable Cities,https://www.coursera.org/specializations/sustainablecities
urban pollution implications,Sustainable Cities,https://www.coursera.org/specializations/sustainablecities
urban sustainability,Sustainable Cities and Communities,https://www.coursera.org/specializations/sustainable-cities
use 3D scanners for clothing,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
use CAD for heels,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use CAD for lasts,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use CAD for soles,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use CAD software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use CADD software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use CAE software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use CAM software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use ICT equipment in maintenance activities,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
use ICT hardware,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
use ICT resources to solve work related tasks,Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management
use ICT systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use ICT ticketing system,Key Technologies for Business,https://www.coursera.org/specializations/key-technologies-for-business
use IT systems for commercial purposes,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
use IT tools,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
use a complex communication system,Business Communication,https://www.coursera.org/specializations/business-communication
use a telecine,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use a warehouse management system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use access control software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use aeronautical mobile service communications,IBM iOS and Android Mobile App Developer,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc
use agricultural information systems and databases,Information Systems,https://www.coursera.org/specializations/information-systems
use agronomic modelling,Business and Financial Modeling,https://www.coursera.org/specializations/wharton-business-financial-modeling
use an application-specific interface,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use analytics for commercial purposes,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use aquacultural heating equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use audio reproduction software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use automatic programming,Python 3 Programming,https://www.coursera.org/specializations/python-3-programming
use back-up and recovery tools,IBM Back-End Development,https://www.coursera.org/professional-certificates/ibm-backend-development
use business simulation tools,Business and Financial Modeling,https://www.coursera.org/specializations/wharton-business-financial-modeling
use capturing systems for live performance,Python for Everybody,https://www.coursera.org/specializations/python
use chromatography software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use colour printing programs,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
use communication and collaboration software,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
use communication devices,"Effective Communication: Writing, Design, and Presentation",https://www.coursera.org/specializations/effective-business-communication
use communication equipment,Business Communication,https://www.coursera.org/specializations/business-communication
use computer programs to improve patients' skills,Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming
use computer telephony integration,Deep Learning,https://www.coursera.org/specializations/deep-learning
use computer-aided engineering systems,Prompt Engineering,https://www.coursera.org/specializations/prompt-engineering
use computer-aided translation,Deep Learning,https://www.coursera.org/specializations/deep-learning
use computerised maintenance management systems,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use concurrent programming,Python for Everybody,https://www.coursera.org/specializations/python
use content management system software,Software Product Management,https://www.coursera.org/specializations/product-management
use creative suite software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use customer relationship management software,Customer Relationship Management,https://www.coursera.org/learn/customer-relationship-management
use data processing techniques,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use databases,Introduction to Relational Databases (RDBMS),https://www.coursera.org/learn/introduction-to-relational-databases
use digital illustration techniques,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
use digital instruments,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
use e-health and mobile health technologies,Health Informatics,https://www.coursera.org/specializations/health-informatics
use e-procurement,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
use e-services,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
use e-tourism platforms,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
use electronic health records in nursing,Essentials in Clinical Simulations Across the Health Professions,https://www.coursera.org/learn/clinicalsimulations
use electronic health records management system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use environmental friendly materials,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
use experience map,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
use fleet management system,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use free typing techniques,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use functional neuroimaging,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use functional programming,Java Programming and Software Engineering Fundamentals,https://www.coursera.org/specializations/java-programming
use geographic information systems,Information Systems,https://www.coursera.org/specializations/information-systems
use global distribution system,Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing
use interface description language,First Step Korean,https://www.coursera.org/learn/learn-korean
use internet chat,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
use internet to increase sales,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
use intranet,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use logic programming,Introduction to Logic and Critical Thinking,https://www.coursera.org/specializations/logic-critical-thinking-duke
use markup languages,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use mathematical tools and equipment,Introduction to Mathematical Thinking,https://www.coursera.org/learn/mathematical-thinking
use media software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use meteorological information,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
